baseline	height	x	y	sigma_x	sigma_y	fwhm_x	fwhm_y	fwhm	error_baseline	error_height	error_x	error_y	error_sigma_x	error_sigma_y	error_fwhm_x	error_fwhm_y	error_fwhm	slice
364.596	49.381	279.968	1201.347	3.163	1.599	7.448	3.765	5.607	4.982	10.869	0.732	0.337	0.951	0.447	2.239	1.053	1.237	1
337.890	70.382	677.850	1336.428	1.584	3.512	3.729	8.270	6.000	3.607	8.079	0.180	0.638	0.229	0.734	0.539	1.729	0.906	1
326.413	56.259	902.609	1631.733	2.510	1.686	5.911	3.971	4.941	3.831	8.747	0.389	0.258	0.483	0.338	1.137	0.795	0.694	1
334.068	60.427	362.529	1762.356	2.107	3.399	4.962	8.003	6.482	5.261	7.755	0.261	0.665	0.390	0.851	0.918	2.004	1.102	1
315.215	53.768	384.314	1814.983	2.779	2.900	6.544	6.828	6.686	7.841	8.074	0.345	0.370	0.653	0.691	1.537	1.628	1.120	1
307.077	62.158	477.835	1924.933	2.539	3.197	5.979	7.529	6.754	7.728	8.005	0.264	0.341	0.524	0.614	1.234	1.445	0.950	1
307.180	59.466	366.954	41.606	2.882	2.067	6.786	4.867	5.827	4.642	6.801	0.317	0.222	0.459	0.351	1.081	0.827	0.681	1
308.266	67.189	288.249	66.438	1.859	2.006	4.377	4.724	4.550	3.406	8.466	0.233	0.252	0.293	0.313	0.690	0.737	0.505	1
324.998	57.557	1658.296	195.040	1.567	1.700	3.690	4.003	3.846	2.959	10.808	0.294	0.319	0.334	0.362	0.786	0.852	0.580	1
328.935	55.764	1549.140	462.826	2.111	3.761	4.970	8.857	6.913	6.428	7.742	0.251	0.548	0.456	0.854	1.075	2.010	1.140	1
342.415	54.412	1021.649	610.016	2.438	1.711	5.742	4.029	4.885	4.389	10.005	0.446	0.310	0.556	0.407	1.308	0.957	0.811	1
331.774	66.768	892.666	724.572	1.752	1.275	4.126	3.001	3.564	2.603	11.338	0.297	0.216	0.325	0.238	0.766	0.560	0.474	1
330.959	53.162	1023.371	755.789	2.001	1.889	4.711	4.448	4.580	3.866	9.510	0.357	0.336	0.444	0.423	1.046	0.996	0.722	1
334.163	55.520	719.593	1896.509	2.348	2.863	5.529	6.743	6.136	7.378	8.707	0.329	0.413	0.585	0.680	1.377	1.601	1.056	1
330.199	56.095	990.656	2033.261	1.344	1.072	3.164	2.525	2.845	2.743	16.789	0.402	0.321	0.423	0.338	0.996	0.795	0.637	1
317.736	58.423	994.582	92.184	2.729	3.134	6.427	7.380	6.904	8.889	8.194	0.275	0.324	0.620	0.677	1.460	1.595	1.081	1
338.297	53.106	861.759	129.758	1.913	2.209	4.506	5.203	4.854	3.964	8.814	0.314	0.365	0.407	0.464	0.959	1.093	0.727	1
339.405	65.516	628.021	440.501	3.761	3.235	8.857	7.618	8.238	10.456	9.378	0.356	0.303	0.767	0.710	1.805	1.672	1.230	1
332.534	72.257	435.142	537.327	3.797	2.348	8.941	5.529	7.235	5.515	6.978	0.488	0.205	0.670	0.335	1.578	0.788	0.882	1
330.943	57.718	496.059	920.538	1.116	1.180	2.629	2.780	2.704	2.404	15.665	0.303	0.320	0.317	0.335	0.746	0.790	0.543	1
372.647	57.278	1966.651	1084.197	1.435	1.548	3.378	3.645	3.512	4.122	17.879	0.448	0.483	0.493	0.531	1.160	1.251	0.853	1
319.652	77.032	1973.579	1103.423	2.686	3.388	6.324	7.977	7.151	5.840	7.257	0.246	0.441	0.390	0.613	0.918	1.443	0.855	1
337.041	50.727	680.832	1377.782	1.799	2.807	4.237	6.610	5.423	4.389	8.655	0.296	0.480	0.406	0.628	0.956	1.480	0.881	1
330.457	109.591	335.518	1442.623	0.697	0.917	1.641	2.158	1.900	2.283	27.611	0.138	0.195	0.208	0.203	0.489	0.478	0.342	1
330.482	51.525	1034.969	1877.718	2.701	2.187	6.360	5.149	5.755	4.893	7.342	0.377	0.295	0.551	0.451	1.298	1.061	0.839	1
336.639	77.672	998.760	1879.876	4.038	3.106	9.508	7.313	8.410	9.308	8.785	0.336	0.260	0.654	0.563	1.541	1.325	1.016	1
312.964	56.483	496.093	1962.291	2.133	2.847	5.024	6.705	5.864	5.361	7.392	0.260	0.361	0.426	0.543	1.003	1.279	0.812	1
327.264	56.880	572.252	443.063	2.475	2.485	5.828	5.851	5.840	5.040	8.237	0.341	0.376	0.475	0.547	1.120	1.289	0.853	1
339.882	87.920	1547.052	452.093	2.202	2.134	5.185	5.026	5.106	4.377	10.899	0.275	0.264	0.346	0.331	0.816	0.779	0.564	1
339.486	73.709	175.122	464.433	1.097	1.048	2.584	2.467	2.525	2.318	16.566	0.246	0.235	0.256	0.245	0.602	0.577	0.417	1
330.467	50.962	1002.762	588.088	2.551	2.350	6.007	5.534	5.771	5.446	7.287	0.348	0.315	0.547	0.507	1.288	1.194	0.878	1
335.928	69.555	1100.232	593.746	3.194	3.087	7.521	7.269	7.395	7.819	8.028	0.385	0.296	0.674	0.528	1.587	1.244	1.008	1
336.376	48.756	881.002	620.400	2.154	1.602	5.072	3.772	4.422	3.423	9.906	0.438	0.323	0.518	0.389	1.220	0.917	0.763	1
328.910	58.925	754.216	653.125	1.395	1.386	3.286	3.264	3.275	2.767	13.518	0.320	0.318	0.346	0.343	0.814	0.809	0.574	1
330.509	67.281	690.379	723.501	0.902	1.973	2.123	4.647	3.385	2.450	13.103	0.173	0.381	0.191	0.405	0.449	0.954	0.527	1
318.788	91.694	169.089	809.154	2.332	2.652	5.493	6.245	5.869	4.258	7.919	0.202	0.239	0.277	0.326	0.652	0.767	0.503	1
330.515	51.641	1042.611	1080.070	2.460	2.292	5.794	5.397	5.595	5.237	8.239	0.378	0.354	0.546	0.521	1.287	1.228	0.889	1
346.034	66.101	1742.599	1426.540	1.238	1.383	2.915	3.257	3.086	2.907	15.667	0.293	0.328	0.313	0.350	0.737	0.823	0.552	1
316.980	49.630	344.348	1563.418	2.972	2.311	6.998	5.442	6.220	6.305	7.352	0.401	0.302	0.661	0.548	1.556	1.290	1.010	1
328.740	51.789	1155.837	1735.721	3.636	2.214	8.563	5.214	6.888	6.546	7.701	0.492	0.273	0.808	0.506	1.902	1.191	1.122	1
353.306	70.238	715.831	26.734	1.132	1.086	2.667	2.558	2.612	2.980	20.347	0.328	0.315	0.342	0.328	0.805	0.772	0.558	1
329.743	47.160	1606.609	83.069	1.670	2.602	3.934	6.127	5.030	4.459	10.459	0.362	0.584	0.466	0.733	1.098	1.726	1.023	1
343.224	71.773	898.107	211.234	0.711	1.206	1.675	2.840	2.258	2.759	22.547	0.250	0.397	0.212	0.408	0.499	0.960	0.541	1
343.039	52.480	1345.760	358.367	1.072	2.411	2.523	5.678	4.101	2.683	10.859	0.220	0.499	0.244	0.552	0.576	1.300	0.711	1
340.636	55.413	636.025	417.360	1.265	2.545	2.978	5.993	4.486	2.991	10.241	0.229	0.483	0.264	0.568	0.622	1.338	0.738	1
345.970	51.862	647.272	422.842	1.484	1.695	3.495	3.992	3.744	3.047	11.787	0.337	0.385	0.379	0.432	0.891	1.016	0.676	1
337.022	52.203	572.388	442.925	1.628	2.341	3.833	5.513	4.673	3.587	9.990	0.307	0.448	0.368	0.537	0.867	1.264	0.766	1
345.630	63.600	860.714	756.294	4.098	2.855	9.651	6.723	8.187	9.555	9.053	0.489	0.279	0.903	0.618	2.125	1.454	1.288	1
328.390	41.375	170.826	825.280	2.448	2.084	5.764	4.909	5.336	4.303	7.875	0.464	0.385	0.633	0.535	1.491	1.260	0.976	1
312.420	46.476	1937.080	1014.705	2.623	2.793	6.177	6.577	6.377	7.362	8.552	0.434	0.460	0.754	0.776	1.775	1.827	1.274	1
326.749	49.116	547.345	1023.885	2.308	2.535	5.435	5.969	5.702	5.301	7.529	0.335	0.375	0.522	0.571	1.229	1.345	0.911	1
328.841	133.755	1955.952	1057.708	3.237	5.252	7.624	12.368	9.996	10.475	9.551	0.169	0.526	0.367	0.728	0.863	1.715	0.960	1
334.847	66.627	1603.395	1388.172	1.348	1.172	3.174	2.761	2.967	2.612	14.952	0.302	0.263	0.320	0.279	0.754	0.656	0.500	1
323.252	44.496	862.576	1531.450	2.560	1.665	6.028	3.921	4.974	3.917	9.095	0.522	0.334	0.648	0.433	1.526	1.020	0.918	1
311.878	52.010	442.612	1837.154	2.863	2.440	6.741	5.745	6.243	6.529	7.117	0.347	0.289	0.609	0.543	1.433	1.279	0.960	1
304.151	130.639	1919.168	14.163	3.280	3.375	7.725	7.947	7.836	6.984	7.905	0.216	0.336	0.333	0.449	0.785	1.057	0.658	1
307.854	49.253	1957.724	191.228	2.517	2.904	5.926	6.838	6.382	6.944	7.815	0.348	0.414	0.628	0.708	1.479	1.667	1.114	1
308.744	62.508	1587.824	199.690	2.940	3.134	6.922	7.380	7.151	8.781	8.227	0.281	0.328	0.588	0.674	1.384	1.588	1.053	1
324.162	54.018	1807.987	389.798	1.924	2.243	4.532	5.283	4.907	4.439	9.590	0.338	0.394	0.442	0.505	1.041	1.188	0.790	1
303.806	51.069	2031.601	421.283	1.751	1.661	4.122	3.911	4.017	2.666	8.919	0.306	0.290	0.353	0.335	0.830	0.789	0.573	1
356.719	87.955	774.402	610.655	1.936	1.333	4.558	3.139	3.849	3.837	16.038	0.352	0.241	0.391	0.266	0.921	0.626	0.557	1
302.258	52.786	2046.524	859.431	1.110	2.210	2.614	5.203	3.908	3.466	11.807	0.406	0.488	0.466	0.545	1.098	1.283	0.844	1
313.900	47.151	570.763	982.055	1.704	2.526	4.012	5.948	4.980	3.590	8.371	0.297	0.451	0.381	0.563	0.898	1.326	0.801	1
316.530	41.958	199.252	1000.517	3.218	2.414	7.578	5.685	6.632	7.571	8.075	0.550	0.384	0.956	0.747	2.251	1.760	1.429	1
330.261	44.397	961.820	1392.806	2.356	1.695	5.548	3.991	4.769	3.679	10.391	0.591	0.388	0.734	0.461	1.728	1.086	1.021	1
334.599	40.279	573.619	1467.600	2.905	2.342	6.840	5.515	6.178	5.823	8.621	0.625	0.474	0.913	0.717	2.151	1.689	1.367	1
386.097	66.395	952.864	1492.888	1.422	0.820	3.349	1.930	2.639	3.053	21.236	0.464	0.271	0.482	0.262	1.134	0.617	0.645	1
324.179	56.275	729.638	1503.645	3.473	2.733	8.178	6.436	7.307	8.376	8.559	0.430	0.329	0.777	0.656	1.829	1.544	1.197	1
363.206	80.353	1254.258	1598.336	1.296	0.633	3.051	1.491	2.271	2.802	29.747	0.400	0.206	0.410	0.276	0.965	0.649	0.582	1
339.215	60.964	1235.459	1600.816	2.639	1.519	6.214	3.577	4.896	3.077	8.412	0.381	0.205	0.470	0.249	1.106	0.587	0.626	1
327.496	40.940	829.509	1748.966	2.123	1.904	4.999	4.483	4.741	4.513	10.619	0.547	0.490	0.685	0.621	1.613	1.462	1.089	1
327.221	54.229	864.828	1833.308	2.454	3.155	5.780	7.428	6.604	6.257	8.452	0.359	0.451	0.580	0.677	1.365	1.594	1.049	1
313.115	63.168	462.624	1895.092	1.152	0.988	2.714	2.327	2.521	2.211	15.858	0.290	0.249	0.301	0.256	0.709	0.603	0.465	1
305.424	54.485	132.732	1924.071	2.292	1.789	5.397	4.214	4.806	3.315	8.242	0.348	0.266	0.431	0.331	1.014	0.780	0.640	1
314.053	61.136	327.203	1922.705	2.124	3.212	5.002	7.565	6.283	4.188	7.507	0.255	0.511	0.349	0.657	0.821	1.548	0.876	1
327.824	48.011	320.654	1952.053	1.094	2.497	2.577	5.879	4.228	2.640	10.246	0.231	0.532	0.259	0.593	0.611	1.397	0.762	1
306.549	130.126	1919.380	14.086	3.109	3.133	7.320	7.378	7.349	6.303	7.673	0.236	0.202	0.346	0.306	0.816	0.721	0.544	1
330.823	53.892	1464.733	73.170	3.048	2.557	7.179	6.020	6.599	5.573	7.296	0.382	0.330	0.583	0.538	1.373	1.266	0.934	1
350.906	69.950	963.256	129.776	3.262	3.053	7.681	7.189	7.435	7.605	8.462	0.453	0.367	0.711	0.606	1.675	1.426	1.100	1
336.759	45.354	899.126	172.623	1.254	1.958	2.952	4.611	3.782	2.894	11.990	0.329	0.518	0.365	0.575	0.860	1.354	0.802	1
319.230	38.629	1569.561	271.986	2.653	2.112	6.248	4.973	5.610	4.777	7.740	0.517	0.405	0.725	0.598	1.708	1.407	1.107	1
328.622	52.515	339.532	283.702	2.052	2.127	4.831	5.009	4.920	4.774	9.910	0.383	0.398	0.506	0.523	1.193	1.231	0.857	1
352.150	40.845	1130.593	301.399	2.060	2.060	4.852	4.852	4.852	4.205	9.929	0.500	0.493	0.632	0.618	1.489	1.455	1.041	1
335.627	74.235	1802.329	379.827	0.765	0.563	1.802	1.325	1.563	2.298	30.173	0.294	0.310	0.324	0.239	0.764	0.563	0.474	1
340.782	48.653	1544.339	433.762	1.408	1.988	3.317	4.682	3.999	3.627	12.925	0.373	0.528	0.427	0.596	1.005	1.403	0.863	1
320.681	54.961	203.539	532.140	2.685	2.039	6.322	4.802	5.562	3.967	6.588	0.315	0.235	0.436	0.344	1.027	0.810	0.654	1
321.962	57.508	51.335	574.290	1.174	1.468	2.765	3.456	3.110	2.250	12.065	0.246	0.308	0.263	0.328	0.619	0.773	0.495	1
331.095	88.215	796.210	599.119	2.544	2.327	5.990	5.480	5.735	4.492	8.797	0.318	0.227	0.420	0.294	0.989	0.692	0.604	1
322.801	68.878	758.237	638.789	1.014	1.718	2.388	4.045	3.217	2.674	14.272	0.210	0.356	0.224	0.379	0.528	0.892	0.518	1
345.544	72.173	947.183	656.859	0.987	0.872	2.323	2.054	2.189	2.514	21.346	0.295	0.262	0.301	0.260	0.710	0.613	0.469	1
323.328	42.942	911.502	724.929	2.822	2.301	6.646	5.418	6.032	6.628	8.004	0.489	0.388	0.796	0.682	1.874	1.606	1.234	1
317.233	48.623	1818.858	783.344	1.976	3.007	4.653	7.081	5.867	5.571	8.442	0.322	0.515	0.506	0.738	1.192	1.737	1.053	1
341.133	49.837	861.081	792.909	2.724	1.739	6.414	4.095	5.255	4.329	9.065	0.490	0.307	0.624	0.412	1.469	0.971	0.880	1
335.445	87.540	866.778	814.348	3.697	2.521	8.705	5.936	7.320	6.480	9.094	0.924	0.255	0.952	0.381	2.242	0.896	1.207	1
360.466	82.090	960.255	907.250	1.112	0.747	2.619	1.759	2.189	2.548	22.427	0.302	0.206	0.310	0.211	0.730	0.498	0.442	1
344.509	46.997	905.828	986.996	1.626	2.136	3.829	5.031	4.430	3.361	9.395	0.324	0.426	0.393	0.506	0.926	1.191	0.754	1
339.590	87.173	911.453	1004.722	3.268	2.422	7.697	5.704	6.700	4.646	6.702	0.526	0.183	0.599	0.263	1.411	0.619	0.770	1
330.534	49.300	408.850	1355.468	2.762	2.736	6.504	6.442	6.473	8.346	8.329	0.382	0.380	0.745	0.747	1.755	1.759	1.242	1
329.845	42.354	401.098	1367.251	1.772	2.213	4.174	5.211	4.692	4.057	9.797	0.406	0.511	0.519	0.633	1.221	1.490	0.963	1
343.983	51.011	560.865	1370.008	1.529	2.150	3.601	5.063	4.332	3.803	11.325	0.338	0.477	0.406	0.556	0.955	1.310	0.811	1
317.336	135.883	1677.222	1388.961	3.782	3.641	8.907	8.575	8.741	8.537	8.284	0.371	0.237	0.511	0.389	1.203	0.915	0.756	1
319.644	49.750	1043.765	1416.742	3.498	2.238	8.238	5.271	6.754	7.397	8.256	0.541	0.310	0.899	0.595	2.116	1.402	1.269	1
321.518	42.316	928.623	1446.857	2.313	3.089	5.447	7.275	6.361	5.093	7.258	0.368	0.493	0.579	0.723	1.363	1.702	1.090	1
325.929	47.324	521.172	1591.558	2.619	2.971	6.167	6.996	6.581	8.848	8.722	0.385	0.451	0.786	0.867	1.850	2.043	1.378	1
322.137	54.181	995.727	1688.436	3.206	2.226	7.550	5.242	6.396	5.166	7.447	0.425	0.280	0.622	0.437	1.464	1.030	0.895	1
334.499	51.155	590.514	1693.835	1.961	2.108	4.618	4.964	4.791	3.310	7.875	0.301	0.320	0.378	0.400	0.891	0.942	0.648	1
356.361	110.653	918.474	1799.041	3.522	1.881	8.294	4.430	6.362	4.540	8.969	0.326	0.144	0.430	0.192	1.013	0.452	0.555	1
355.530	118.306	900.563	1813.027	2.131	2.164	5.019	5.097	5.058	3.854	10.421	0.196	0.192	0.245	0.236	0.577	0.556	0.401	1
327.483	95.398	605.743	396.934	0.766	0.749	1.803	1.763	1.783	1.850	19.372	0.163	0.165	0.167	0.142	0.392	0.334	0.258	1
333.897	41.754	1803.237	413.228	2.254	1.478	5.308	3.480	4.394	3.374	10.549	0.573	0.369	0.672	0.435	1.581	1.023	0.942	1
356.246	52.029	396.088	423.063	2.296	2.261	5.406	5.323	5.364	5.195	9.479	0.410	0.403	0.563	0.553	1.325	1.303	0.929	1
331.734	49.895	1173.733	764.067	1.683	2.086	3.963	4.912	4.437	3.383	9.514	0.319	0.397	0.386	0.473	0.908	1.114	0.719	1
333.655	72.726	416.346	793.918	3.750	3.428	8.831	8.071	8.451	8.892	8.799	0.370	0.552	0.660	0.870	1.555	2.050	1.287	1
343.641	44.483	178.897	836.264	2.430	1.087	5.722	2.560	4.141	2.901	11.738	0.648	0.283	0.733	0.315	1.726	0.741	0.939	1
322.000	37.125	137.351	1403.438	2.067	2.892	4.867	6.810	5.839	5.221	8.217	0.434	0.677	0.650	0.967	1.531	2.278	1.372	1
336.202	92.527	1183.409	1469.156	0.972	0.739	2.289	1.739	2.014	2.369	22.060	0.237	0.188	0.245	0.171	0.577	0.403	0.352	1
322.799	179.675	792.507	1511.619	6.512	4.518	15.334	10.640	12.987	17.850	18.453	0.460	0.643	0.954	0.863	2.248	2.032	1.515	1
323.803	54.280	957.697	1585.383	3.073	1.614	7.236	3.800	5.518	4.021	8.683	0.493	0.247	0.636	0.330	1.497	0.777	0.843	1
310.361	43.696	44.639	1673.071	2.309	3.212	5.437	7.563	6.500	6.011	7.501	0.360	0.627	0.599	0.954	1.409	2.247	1.326	1
303.028	51.376	860.621	2033.662	3.830	2.333	9.020	5.494	7.257	6.022	7.532	0.642	0.299	0.944	0.501	2.224	1.181	1.259	1
324.317	46.186	1589.828	68.945	1.648	1.485	3.881	3.497	3.689	2.838	11.241	0.401	0.361	0.448	0.404	1.054	0.952	0.710	1
328.336	48.039	973.868	109.179	2.453	3.161	5.777	7.443	6.610	7.335	7.804	0.333	0.476	0.637	0.830	1.500	1.954	1.232	1
311.411	69.988	1958.730	109.686	0.899	1.105	2.118	2.603	2.361	2.407	18.902	0.242	0.298	0.251	0.308	0.592	0.725	0.468	1
324.430	56.078	941.376	175.447	1.695	2.589	3.993	6.096	5.044	4.246	9.453	0.280	0.435	0.370	0.546	0.871	1.286	0.777	1
335.178	42.317	1103.693	265.714	1.783	2.501	4.199	5.889	5.044	4.345	9.078	0.376	0.533	0.508	0.680	1.197	1.601	1.000	1
328.541	43.047	336.312	289.785	1.968	3.430	4.634	8.077	6.356	4.929	7.166	0.300	0.610	0.481	0.882	1.132	2.077	1.183	1
302.925	42.376	43.657	409.498	2.871	2.409	6.762	5.673	6.217	4.979	6.216	0.412	0.320	0.661	0.533	1.557	1.256	1.000	1
334.470	45.440	894.082	617.218	2.099	1.996	4.942	4.701	4.822	4.237	9.582	0.438	0.419	0.557	0.535	1.312	1.260	0.910	1
334.808	51.362	1019.488	617.573	1.996	2.037	4.700	4.797	4.748	4.515	10.083	0.390	0.398	0.503	0.512	1.184	1.205	0.845	1
312.782	60.742	205.120	674.370	3.754	3.333	8.841	7.848	8.344	10.851	9.668	0.377	0.348	0.834	0.820	1.963	1.930	1.376	1
339.772	41.992	827.396	688.046	1.688	1.106	3.974	2.604	3.289	2.664	13.476	0.542	0.355	0.580	0.381	1.367	0.897	0.817	1
314.169	50.987	163.993	796.429	2.404	3.398	5.661	8.001	6.831	7.403	7.899	0.311	0.536	0.593	0.896	1.395	2.109	1.264	1
335.613	42.046	881.483	893.899	2.540	1.951	5.980	4.593	5.287	4.872	8.640	0.515	0.390	0.699	0.563	1.647	1.327	1.057	1
331.480	58.049	1498.552	924.590	1.526	1.568	3.595	3.692	3.643	2.998	12.157	0.320	0.328	0.356	0.365	0.837	0.859	0.600	1
310.735	45.433	191.274	1018.070	2.818	2.663	6.636	6.270	6.453	6.638	7.341	0.416	0.370	0.736	0.657	1.733	1.546	1.161	1
373.895	87.968	1952.870	1045.967	0.658	0.972	1.550	2.289	1.919	2.951	28.268	0.253	0.331	0.202	0.333	0.477	0.783	0.458	1
348.196	64.707	1663.878	1050.158	3.047	2.228	7.176	5.247	6.211	5.734	9.283	0.427	0.305	0.597	0.448	1.405	1.055	0.879	1
343.330	73.711	1685.050	1080.774	1.872	2.586	4.409	6.089	5.249	4.010	9.791	0.245	0.442	0.299	0.549	0.705	1.294	0.737	1
325.401	51.229	520.957	1180.950	1.881	2.281	4.431	5.371	4.901	3.732	8.115	0.294	0.361	0.388	0.462	0.913	1.089	0.710	1
320.569	51.912	1043.921	1185.104	2.701	2.271	6.361	5.349	5.855	4.528	7.840	0.396	0.339	0.542	0.482	1.275	1.136	0.854	1
327.130	68.541	349.875	1278.896	1.483	0.705	3.491	1.661	2.576	2.150	15.506	0.353	0.180	0.364	0.152	0.858	0.357	0.465	1
331.654	42.238	926.121	1291.961	1.163	2.922	2.738	6.881	4.810	2.974	10.018	0.269	0.696	0.310	0.824	0.730	1.940	1.036	1
335.914	40.781	603.438	1331.978	2.785	2.810	6.557	6.618	6.588	6.401	7.842	0.480	0.551	0.767	0.907	1.805	2.137	1.399	1
313.343	56.347	962.094	1392.837	3.373	2.547	7.942	5.999	6.970	8.681	9.063	0.486	0.330	0.851	0.644	2.004	1.515	1.256	1
332.033	62.310	821.523	1436.861	1.105	1.186	2.601	2.793	2.697	2.252	14.733	0.261	0.280	0.273	0.293	0.644	0.690	0.472	1
317.599	64.079	606.030	1454.048	1.216	1.040	2.864	2.450	2.657	2.297	15.368	0.292	0.250	0.305	0.260	0.718	0.611	0.471	1
328.259	103.330	949.703	1483.260	4.849	4.693	11.419	11.051	11.235	18.220	16.026	0.418	0.387	0.976	0.942	2.298	2.219	1.597	1
344.862	137.142	564.274	1485.614	0.636	0.527	1.497	1.240	1.369	2.245	89.015	0.176	0.184	0.190	0.370	0.446	0.871	0.489	1
324.048	48.295	1098.203	1499.282	1.608	1.599	3.786	3.765	3.776	2.976	11.230	0.374	0.372	0.422	0.419	0.993	0.988	0.700	1
331.484	67.092	972.685	1504.260	1.059	0.902	2.493	2.124	2.308	2.173	17.494	0.276	0.235	0.284	0.243	0.670	0.571	0.440	1
317.547	55.128	423.902	1567.626	3.196	3.332	7.525	7.845	7.685	11.097	10.182	0.423	0.465	0.901	0.969	2.121	2.282	1.558	1
309.416	94.725	140.735	1583.159	1.151	0.597	2.710	1.407	2.058	2.237	20.969	0.262	0.173	0.267	0.135	0.629	0.318	0.353	1
325.094	48.065	515.121	1610.260	1.682	1.838	3.962	4.329	4.145	3.545	10.989	0.384	0.420	0.454	0.493	1.070	1.161	0.789	1
320.448	45.387	896.117	1873.337	1.724	2.548	4.059	5.999	5.029	4.021	9.076	0.338	0.508	0.439	0.636	1.034	1.499	0.910	1
323.373	46.087	1090.431	1875.783	2.206	2.182	5.194	5.137	5.166	4.271	8.292	0.389	0.388	0.521	0.523	1.226	1.231	0.869	1
352.623	60.392	659.078	92.276	1.716	0.736	4.040	1.733	2.886	3.717	25.460	0.709	0.308	0.739	0.334	1.740	0.786	0.954	1
318.291	53.223	410.527	229.046	2.789	2.534	6.568	5.967	6.267	5.998	7.998	0.415	0.354	0.647	0.557	1.523	1.313	1.005	1
329.462	53.178	396.465	309.521	2.760	1.426	6.499	3.357	4.928	3.645	10.369	0.568	0.271	0.696	0.327	1.638	0.771	0.905	1
320.255	53.108	717.557	356.877	3.038	2.773	7.153	6.531	6.842	5.477	6.452	0.438	0.301	0.693	0.485	1.633	1.141	0.996	1
335.661	102.962	884.555	476.536	2.532	2.598	5.963	6.119	6.041	4.823	8.533	0.208	0.247	0.284	0.341	0.668	0.803	0.522	1
332.533	61.014	468.553	480.295	0.772	1.680	1.818	3.957	2.888	2.617	18.253	0.211	0.474	0.264	0.494	0.621	1.164	0.660	1
306.624	48.940	370.072	490.295	2.749	2.921	6.473	6.878	6.676	7.764	8.023	0.379	0.394	0.726	0.727	1.709	1.712	1.210	1
316.505	48.691	245.756	610.981	2.444	1.531	5.755	3.606	4.680	3.593	9.893	0.497	0.307	0.593	0.374	1.396	0.881	0.825	1
325.635	50.157	399.299	639.335	1.907	2.114	4.491	4.977	4.734	3.874	8.706	0.329	0.365	0.428	0.466	1.007	1.097	0.745	1
317.728	45.321	1151.776	713.864	2.368	3.554	5.576	8.370	6.973	6.356	7.713	0.347	0.597	0.602	0.935	1.417	2.201	1.309	1
321.848	39.832	621.674	854.471	1.610	2.168	3.791	5.106	4.449	3.270	9.695	0.387	0.532	0.462	0.635	1.088	1.496	0.925	1
326.702	55.001	1154.674	873.156	1.195	1.345	2.814	3.166	2.990	2.359	13.345	0.290	0.326	0.307	0.346	0.724	0.814	0.545	1
334.906	40.685	1393.812	1005.399	2.653	2.856	6.246	6.725	6.486	5.905	7.481	0.474	0.475	0.781	0.742	1.840	1.746	1.268	1
323.224	44.311	310.969	1036.944	2.672	2.279	6.292	5.366	5.829	5.945	8.470	0.483	0.412	0.718	0.645	1.691	1.518	1.136	1
336.694	46.019	1589.011	1081.264	2.897	1.772	6.822	4.172	5.497	3.834	8.010	0.582	0.300	0.757	0.398	1.783	0.937	1.007	1
318.193	44.047	409.981	1161.339	2.037	2.070	4.797	4.875	4.836	4.018	8.985	0.412	0.418	0.529	0.536	1.245	1.261	0.886	1
332.436	60.892	705.524	1257.983	1.016	2.014	2.393	4.742	3.567	2.357	11.360	0.188	0.375	0.205	0.405	0.483	0.955	0.535	1
324.508	45.549	921.371	1328.656	1.871	2.341	4.407	5.513	4.960	3.474	8.096	0.326	0.425	0.414	0.543	0.975	1.278	0.804	1
330.500	33.672	1085.704	1474.473	2.947	1.987	6.939	4.679	5.809	4.495	8.043	0.683	0.451	0.918	0.633	2.163	1.491	1.313	1
319.866	48.345	401.420	1537.985	2.057	1.401	4.844	3.299	4.071	2.988	10.313	0.438	0.298	0.497	0.344	1.170	0.810	0.711	1
320.121	48.627	382.416	1732.195	2.054	1.873	4.838	4.410	4.624	3.808	9.092	0.383	0.349	0.480	0.444	1.131	1.045	0.770	1
318.886	78.317	1192.104	1736.583	3.453	2.833	8.130	6.671	7.400	5.646	7.325	0.758	0.245	0.828	0.371	1.949	0.873	1.068	1
343.174	82.743	1111.700	1771.137	2.090	1.982	4.922	4.667	4.794	3.520	9.857	0.272	0.231	0.341	0.273	0.802	0.642	0.514	1
329.816	50.216	767.606	1788.513	2.562	1.464	6.032	3.447	4.740	3.055	8.456	0.431	0.243	0.511	0.297	1.203	0.700	0.696	1
328.781	43.667	1029.699	1838.186	2.254	2.063	5.307	4.857	5.082	3.984	9.294	0.474	0.436	0.596	0.555	1.404	1.306	0.959	1
328.432	35.103	917.987	1868.739	1.946	1.976	4.582	4.652	4.617	3.977	9.807	0.542	0.549	0.674	0.684	1.587	1.611	1.131	1
308.572	46.302	132.559	1924.123	3.188	1.622	7.506	3.820	5.663	3.728	8.226	0.640	0.277	0.821	0.361	1.934	0.850	1.056	1
335.331	88.612	794.732	1963.250	0.741	0.882	1.746	2.077	1.911	2.345	23.992	0.200	0.236	0.209	0.240	0.493	0.565	0.375	1
299.994	50.622	119.245	0.887	1.326	0.785	3.122	1.848	2.485	3.841	19.518	0.521	0.320	0.556	0.313	1.310	0.737	0.752	1
321.758	45.005	341.860	11.405	2.382	2.560	5.609	6.028	5.819	4.952	8.158	0.433	0.443	0.629	0.617	1.481	1.454	1.037	1
