n	ChainAxis	ChainDia	CellAxis	DiaP	CellDiaM	GFPfluor	GFPMean	GFPMax	GFPMid	allSepta	manSepta	manTrace	Thr	startX	startY	barX	barY	barW	barH	SeptaPos	ParentID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Frame
508			0.9941	0.792200	0.3663											198	750	20	33		93	24.5673	24.6221	24.6780	24.7350	24.7906	25.5621	25.5064	25.4499	25.3947	25.3403	24.5673	6.0706	5.8262	5.5810	5.3368	5.0984	5.2784	5.5168	5.7591	6.0009	6.2439	6.0706	29
509			3.5962	0.792200	0.4746											218	750	72	33		93	23.8553	24.0689	24.2516	24.3963	24.5647	25.3428	25.1764	25.0304	24.8413	24.6247	23.8553	9.5862	8.7142	7.8496	6.9662	6.0831	6.2314	7.1044	7.9956	8.8903	9.7747	9.5862	29
510			2.2976	0.792200	0.5245											290	750	46	33		93	23.4638	23.5344	23.6224	23.7225	23.8543	24.6258	24.4993	24.4043	24.3193	24.2502	23.4638	11.8963	11.3153	10.7377	10.1564	9.5906	9.7703	10.3136	10.8646	11.4227	11.9918	11.8963	29
511			1.5484	0.792200	0.5245											336	750	31	33		93	23.2880	23.3498	23.3884	23.4273	23.4627	24.2514	24.2157	24.1765	24.1352	24.0695	23.2880	13.4168	13.0446	12.6696	12.2837	11.9070	11.9811	12.3605	12.7499	13.1501	13.5464	13.4168	29
512			1.5885	0.792200	0.3996											367	750	32	33		93	23.0492	23.1049	23.1608	23.2191	23.2889	24.0687	24.0012	23.9450	23.8893	23.8336	23.0492	14.9968	14.6011	14.2046	13.8018	13.4118	13.5513	13.9284	14.3166	14.7116	15.1073	14.9968	29
513			3.2417	0.677200	0.7618											429	750	65	33		94	17.1886	16.5064	15.8455	15.1890	14.5384	14.9354	15.5877	16.2446	16.8936	17.5650	17.1886	10.6724	10.2163	9.7368	9.2555	8.7846	8.2360	8.7082	9.1897	9.6605	10.1095	10.6724	29
514			2.3477	0.677200	0.9491											494	750	47	33		94	19.1309	18.6312	18.1482	17.6691	17.1894	17.5641	18.0497	18.5387	19.0138	19.5012	19.1309	11.9970	11.6707	11.3245	10.9916	10.6730	10.1089	10.4314	10.7712	11.1118	11.4301	11.9970	29
515			1.8932	0.703400	0.5162											571	750	38	33		95	10.0087	9.5970	9.1875	8.7782	8.3728	8.7276	9.1331	9.5433	9.9517	10.3613	10.0087	9.9477	9.7093	9.4682	9.2291	8.9922	8.3849	8.6218	8.8614	9.1018	9.3391	9.9477	29
516			1.5985	0.703400	0.5328											609	750	32	33		95	11.4121	11.0546	10.7045	10.3566	10.0128	10.3573	10.7015	11.0500	11.3959	11.7489	11.4121	10.7318	10.5368	10.3392	10.1432	9.9500	9.3368	9.5302	9.7265	9.9217	10.1143	10.7318	29
517			3.4760	0.703400	0.6661											641	750	70	33		95	14.6000	13.8021	13.0031	12.2036	11.4244	11.7365	12.5053	13.2884	14.0844	14.8849	14.6000	12.1869	11.8333	11.4873	11.1240	10.7382	10.1078	10.4884	10.8443	11.1890	11.5438	12.1869	29
518			2.8918	0.604500	0.8326											741	750	58	33		96	16.4877	15.8753	15.2702	14.6962	14.1460	14.5382	15.0826	15.6347	16.2138	16.8167	16.4877	11.2992	10.9020	10.4765	10.0120	9.5427	9.0827	9.5470	9.9937	10.4009	10.7920	11.2992	29
519			3.1217	0.604500	1.0490											799	750	63	33		96	18.9694	18.3597	17.7487	17.1168	16.4810	16.8234	17.4635	18.1086	18.7330	19.3474	18.9694	13.1405	12.6521	12.1823	11.7316	11.2947	10.7965	11.2364	11.6965	12.1765	12.6687	13.1405	29
520			2.6925	0.840800	0.6327											892	750	54	33		97	19.4758	18.9637	18.4483	17.9265	17.4043	17.9290	18.4529	18.9806	19.5039	20.0200	19.4758	18.2021	17.7674	17.3405	16.9193	16.5023	15.8452	16.2636	16.6896	17.1231	17.5611	18.2021	29
521			3.4263	0.840800	0.5245											946	750	69	33		97	22.0185	21.4221	20.7955	20.1398	19.4824	20.0134	20.6727	21.3425	22.0002	22.6149	22.0185	20.4407	19.8406	19.2836	18.7429	18.2076	17.5556	18.0925	18.6448	19.2294	19.8480	20.4407	29
522			1.0440	0.826400	0.3497											30	800	21	33		98	34.1716	34.0257	33.8821	33.7354	33.5944	34.2825	34.4236	34.5702	34.7143	34.8607	34.1716	32.5622	32.3418	32.1259	31.9054	31.6933	31.2356	31.4478	31.6682	31.8848	32.1059	32.5622	29
523			1.0990	0.826400	0.6744											51	800	22	33		98	34.7550	34.6083	34.4625	34.3145	34.1686	34.8637	35.0096	35.1588	35.3079	35.4567	34.7550	33.4797	33.2439	33.0147	32.7845	32.5576	32.1106	32.3375	32.5694	32.8039	33.0432	33.4797	29
524			1.9479	0.826400	0.4246											73	800	39	33		98	35.8716	35.5755	35.2846	35.0122	34.7558	35.4559	35.7092	35.9689	36.2438	36.5337	35.8716	35.1174	34.7210	34.3104	33.8897	33.4811	33.0418	33.4455	33.8468	34.2347	34.6227	35.1174	29
525			1.0490	0.826400	0.4995											112	800	21	33		98	36.5439	36.3760	36.2084	36.0416	35.8814	36.5239	36.6841	36.8504	37.0166	37.1838	36.5439	35.9459	35.7404	35.5341	35.3280	35.1299	34.6101	34.8082	35.0137	35.2184	35.4229	35.9459	29
526			2.3977	0.826400	0.4496											133	800	48	33		98	37.9869	37.6230	37.2630	36.9061	36.5401	37.1876	37.5602	37.9237	38.2835	38.6470	37.9869	37.8400	37.3570	36.8775	36.4027	35.9412	35.4277	35.8975	36.3811	36.8602	37.3428	37.8400	29
527			1.9730	0.826400	0.3747											181	800	40	33		98	39.0631	38.7971	38.5344	38.2620	37.9805	38.6534	38.9401	39.2245	39.4938	39.7598	39.0631	39.4548	39.0379	38.6262	38.2262	37.8313	37.3515	37.7537	38.1712	38.5933	39.0103	39.4548	29
528			1.6934	0.811700	0.4746											251	800	34	33		99	27.7543	27.5726	27.3926	27.2087	27.0248	27.7542	27.9387	28.1251	28.3067	28.4881	27.7543	36.2587	35.8745	35.4921	35.1126	34.7362	34.3799	34.7575	35.1423	35.5282	35.9117	36.2587	29
529			2.1958	0.811700	0.5745											285	800	44	33		99	28.9001	28.5572	28.2501	27.9908	27.7546	28.4877	28.7192	28.9582	29.2283	29.5496	28.9001	38.2192	37.7618	37.2659	36.7561	36.2595	35.9109	36.3977	36.8675	37.3037	37.7323	38.2192	29
530			2.3972	0.811700	0.5245											329	800	48	33		99	30.5935	30.1815	29.7577	29.3340	28.9269	29.5228	29.9231	30.3349	30.7618	31.1818	30.5935	39.9817	39.5482	39.1274	38.6914	38.2514	37.7001	38.1328	38.5565	38.9805	39.4224	39.9817	29
531			1.2537	0.811700	0.8659											377	800	26	33		99	31.3369	31.1490	30.9660	30.7771	30.5794	31.1959	31.4012	31.6076	31.8003	31.9881	31.3369	40.9292	40.6767	40.4307	40.1969	39.9661	39.4380	39.6777	39.9331	40.1921	40.4446	40.9292	29
532			0.9441	0.757600	0.4329											433	800	19	33		100	30.8882	30.7948	30.7014	30.6053	30.5132	31.2073	31.2994	31.3955	31.4903	31.5851	30.8882	45.0596	44.8407	44.6272	44.4075	44.1969	43.8933	44.1039	44.3236	44.5402	44.7624	45.0596	29
533			2.3478	0.757600	0.8242											452	800	47	33		100	31.7362	31.5273	31.3155	31.1024	30.8856	31.5877	31.8063	32.0218	32.2348	32.4445	31.7362	47.2325	46.6825	46.1342	45.5880	45.0533	44.7687	45.3080	45.8600	46.4115	46.9635	47.2325	29
534			1.8482	0.757600	0.5495											499	800	37	33		100	32.3180	32.1958	32.0473	31.8909	31.7347	32.4460	32.6029	32.7614	32.9189	33.0475	32.3180	48.9500	48.5140	48.0885	47.6542	47.2285	46.9676	47.3954	47.8352	48.2867	48.7455	48.9500	29
535			1.6035	0.757600	0.7743											536	800	33	33		100	32.7419	32.6374	32.5326	32.4242	32.3180	33.0476	33.1539	33.2629	33.3687	33.4737	32.7419	50.4919	50.1019	49.7183	49.3297	48.9498	48.7457	49.1258	49.5167	49.9041	50.2958	50.4919	29
536			3.2918	0.652600	0.6661											599	800	66	33		101	31.7274	31.4634	31.2200	31.0298	30.8256	31.4574	31.6634	31.8505	32.0851	32.3460	31.7274	50.3700	49.5841	48.7808	47.9720	47.1824	47.0190	47.8156	48.6113	49.3856	50.1622	50.3700	29
537			2.6974	0.652600	0.6744											665	800	54	33		101	32.7715	32.4627	32.1905	31.9540	31.7293	32.3442	32.5677	32.7971	33.0549	33.3549	32.7715	52.9033	52.2871	51.6502	51.0079	50.3754	50.1569	50.7859	51.4091	52.0124	52.6109	52.9033	29
538			3.1619	0.652600	0.5495											719	800	64	33		101	34.0891	33.8032	33.5179	33.1652	32.7799	33.3465	33.7390	34.1127	34.4108	34.6978	34.0891	55.7362	54.9969	54.2796	53.5936	52.9190	52.5953	53.2824	54.0092	54.7586	55.5009	55.7362	29
539			1.2938	0.668400	0.4746											813	800	26	33		102	33.9874	33.7839	33.5871	33.3928	33.2016	33.7372	33.9285	34.1227	34.3144	34.5126	33.9874	49.9877	49.7292	49.4656	49.2054	48.9492	48.5493	48.8055	49.0657	49.3224	49.5741	49.9877	29
540			2.0479	0.668400	0.3996											839	800	41	33		102	35.2397	34.9186	34.6035	34.2973	33.9876	34.5124	34.8277	35.1370	35.4463	35.7638	35.2397	51.6090	51.2034	50.7907	50.3805	49.9879	49.5739	49.9735	50.3880	50.7931	51.1941	51.6090	29
541			2.3478	0.668400	1.0490											880	800	47	33		102	36.7719	36.3959	36.0171	35.6332	35.2510	35.7525	36.1366	36.5247	36.9079	37.2858	36.7719	53.3985	52.9464	52.4993	52.0562	51.6226	51.1806	51.6164	52.0644	52.5167	52.9710	53.3985	29
542			0.6644	0.668400	0.7993											927	800	14	33		102	37.1936	37.0856	36.9807	36.8727	36.7710	37.2867	37.3884	37.4964	37.6013	37.7094	37.1936	53.9100	53.7789	53.6517	53.5207	53.3974	52.9721	53.0954	53.2265	53.3537	53.4847	53.9100	29
543			3.4908	0.787400	1.1156											971	800	70	33		103	29.7058	29.3207	28.8700	28.4013	27.9100	28.5573	29.0560	29.5351	30.0080	30.4090	29.7058	53.2643	52.4998	51.7760	51.0495	50.3404	49.8920	50.6118	51.3544	52.1138	52.9101	53.2643	29
544			2.4976	0.787400	1.0490											1041	800	50	33		103	30.7538	30.5015	30.2391	29.9643	29.7007	30.4141	30.6747	30.9490	31.2181	31.4742	30.7538	55.5091	54.9376	54.3795	53.8182	53.2538	52.9206	53.4785	54.0389	54.6109	55.1910	55.5091	29
545			1.6282	0.787400	0.6994											1091	800	33	33		103	31.4879	31.3084	31.1275	30.9358	30.7594	31.4686	31.6392	31.8283	32.0140	32.1950	31.4879	56.9798	56.6134	56.2520	55.8868	55.5211	55.1790	55.5327	55.8928	56.2640	56.6333	56.9798	29
546			4.5398	0.782900	0.5994											30	850	91	33		104	41.4402	40.5836	39.7385	38.8879	38.0018	38.4789	39.3828	40.2550	41.1025	41.9568	41.4402	53.6873	52.9351	52.1814	51.4464	50.7652	50.1445	50.8394	51.5930	52.3488	53.0991	53.6873	29
547			4.8441	0.782900	0.5495											121	850	97	33		104	44.8226	43.9980	43.1176	42.2336	41.4105	41.9865	42.7939	43.6566	44.5503	45.3917	44.8226	57.1005	56.2276	55.4055	54.5526	53.6583	53.1281	54.0054	54.8376	55.6722	56.5629	57.1005	29
548			2.6470	0.782900	0.5495											218	850	53	33		104	46.3830	45.9866	45.5923	45.2050	44.8016	45.4127	45.8269	46.2237	46.6163	47.0117	46.3830	59.1806	58.6464	58.1099	57.5800	57.0764	56.5870	57.1041	57.6471	58.1813	58.7140	59.1806	29
549			2.9472	0.782900	0.6244											271	850	59	33		104	47.7845	47.4978	47.1389	46.7700	46.3716	47.0231	47.4336	47.8148	48.1975	48.5021	47.7845	61.6651	61.0080	60.3888	59.7622	59.1643	58.7303	59.3463	59.9939	60.6540	61.3520	61.6651	29
550			2.2975	0.782900	0.3996											330	850	46	33		104	48.3732	48.2438	48.0935	47.9298	47.7680	48.5186	48.6801	48.8458	49.0026	49.1357	48.3732	63.8111	63.2549	62.7133	62.1662	61.6197	61.3974	61.9428	62.4964	63.0615	63.6338	63.8111	29
551			2.4327	0.782900	0.3497											376	850	49	33		104	48.7496	48.6441	48.5469	48.4605	48.3677	49.1412	49.2348	49.3210	49.4162	49.5208	48.7496	66.1925	65.5893	64.9816	64.3776	63.7829	63.6621	64.2618	64.8644	65.4601	66.0576	66.1925	29
552			2.8919	0.602600	0.9991											455	850	58	33		105	34.2390	33.8680	33.5223	33.2130	32.9059	33.4507	33.7584	34.0619	34.3942	34.7582	34.2390	53.4851	52.8553	52.2026	51.5401	50.8904	50.6329	51.2839	51.9339	52.5612	53.1792	53.4851	29
553			2.5326	0.602600	0.5995											513	850	51	33		105	35.8009	35.4183	35.0332	34.6369	34.2573	34.7399	35.1141	35.5077	35.8970	36.2811	35.8009	55.5227	55.0181	54.5184	54.0203	53.5126	53.1517	53.6522	54.1469	54.6522	55.1586	55.5227	29
554			2.7423	0.881200	0.7993											594	850	55	33		106	41.4236	40.7890	40.1585	39.5332	38.9251	39.3231	39.9273	40.5380	41.1506	41.7781	41.4236	58.7998	58.5210	58.2306	57.9217	57.6139	56.8277	57.1335	57.4352	57.7173	57.9930	58.7998	29
555			2.5274	0.881200	0.6744											649	850	51	33		106	43.5875	43.0478	42.5143	41.9651	41.4079	41.7938	42.3593	42.9389	43.4993	44.0445	43.5875	59.9863	59.6589	59.3458	59.0639	58.7925	58.0003	58.2758	58.5732	58.9021	59.2328	59.9863	29
556			2.7417	0.702500	0.4995											730	850	55	33		107	44.8253	44.9924	45.1712	45.3653	45.5979	46.2594	46.0343	45.8481	45.6726	45.5071	44.8253	61.8536	61.1817	60.5145	59.8387	59.1885	59.4251	60.0542	60.7024	61.3574	62.0231	61.8536	29
557			2.5473	0.702500	0.6494											785	850	51	33		107	44.4256	44.5021	44.5778	44.6913	44.8225	45.5099	45.3811	45.2732	45.1997	45.1230	44.4256	64.4114	63.7771	63.1327	62.4874	61.8658	62.0109	62.6208	63.2346	63.8602	64.4955	64.4114	29
558			2.3478	0.702500	0.9991											836	850	47	33		107	44.2315	44.2729	44.3162	44.3663	44.4249	45.1238	45.0658	45.0165	44.9736	44.9323	44.2315	66.7686	66.1800	65.5896	64.9975	64.4182	64.4888	65.0624	65.6450	66.2303	66.8178	66.7686	29
559			0.5845	0.702500	0.7993											883	850	12	33		107	44.1963	44.2053	44.2139	44.2229	44.2313	44.9325	44.9241	44.9152	44.9065	44.8975	44.1963	67.3555	67.2060	67.0613	66.9117	66.7721	66.8142	66.9539	67.1034	67.2481	67.3976	67.3555	29
560			1.2439	0.531300	0.9241											925	850	25	33		108	46.2813	46.2911	46.3003	46.3083	46.3160	46.8471	46.8394	46.8314	46.8221	46.8123	46.2813	64.8560	64.5416	64.2328	63.9188	63.6141	63.6276	63.9322	64.2474	64.5578	64.8725	64.8560	29
561			1.9481	0.531300	1.2988											950	850	39	33		108	46.2049	46.2258	46.2558	46.2680	46.2813	46.8124	46.7991	46.7866	46.7564	46.7357	46.2049	66.7993	66.3078	65.8215	65.3366	64.8569	64.8716	65.3506	65.8445	66.3354	66.8220	66.7993	29
562			1.3637	0.531300	1.3987											989	850	28	33		108	46.1683	46.1777	46.1869	46.1960	46.2047	46.7358	46.7271	46.7180	46.7088	46.6994	46.1683	68.1667	67.8222	67.4827	67.1383	66.8038	66.8175	67.1522	67.4969	67.8366	68.1811	68.1667	29
563			0.8442	0.525500	0.8825											1047	850	17	33		109	45.3668	45.3910	45.4147	45.4390	45.4621	45.9842	45.9611	45.9368	45.9132	45.8889	45.3668	65.2545	65.0411	64.8326	64.6192	64.4157	64.4750	64.6785	64.8919	65.1004	65.3138	65.2545	29
564			1.2985	0.525500	0.4829											1064	850	26	33		109	45.2455	45.2569	45.2873	45.3283	45.3671	45.8886	45.8498	45.8098	45.7816	45.7707	45.2455	66.5674	66.2304	65.8954	65.5692	65.2523	65.3161	65.6339	65.9519	66.2630	66.5851	66.5674	29
565			1.2838	0.525500	0.6494											1090	850	26	33		109	45.1935	45.2073	45.2210	45.2348	45.2455	45.7707	45.7599	45.7460	45.7323	45.7185	45.1935	67.8478	67.5234	67.2040	66.8807	66.5673	66.5852	66.9009	67.2264	67.5458	67.8702	67.8478	29
566			0.9939	0.596600	0.4995											30	900	20	33		110	47.1684	47.1677	47.1595	47.1512	47.1431	47.7394	47.7475	47.7558	47.7643	47.7650	47.1684	65.7812	65.5362	65.2911	65.0415	64.7969	64.7770	65.0217	65.2713	65.5255	65.7796	65.7812	29
567			1.3987	0.596600	0.7993											50	900	28	33		110	47.1001	47.1150	47.1297	47.1493	47.1688	47.7645	47.7450	47.7257	47.7111	47.6962	47.1001	67.1649	66.8105	66.4591	66.1078	65.7635	65.7973	66.1413	66.4882	66.8355	67.1899	67.1649	29
568			1.5485	0.596600	1.0740											78	900	31	33		110	47.0929	47.0931	47.0966	47.0980	47.0999	47.6965	47.6946	47.6932	47.6897	47.6895	47.0929	68.7257	68.3349	67.9448	67.5558	67.1759	67.1788	67.5583	67.9486	68.3377	68.7260	68.7257	29
569			0.8792	0.596600	0.4995											109	900	18	33		110	47.1384	47.1269	47.1156	47.1043	47.0933	47.6891	47.7002	47.7114	47.7227	47.7343	47.1384	69.6192	69.3947	69.1752	68.9557	68.7412	68.7105	68.9250	69.1446	69.3641	69.5886	69.6192	29
570			2.4425	0.643300	0.8159											157	900	49	33		111	44.2987	44.2370	44.1963	44.1640	44.1324	44.7748	44.8065	44.8385	44.8782	44.9389	44.2987	70.0940	69.4775	68.8618	68.2460	67.6424	67.6087	68.2123	68.8237	69.4242	70.0299	70.0940	29
571			1.1489	0.643300	0.9491											206	900	23	33		111	44.4443	44.4079	44.3715	44.3350	44.2997	44.9379	44.9732	45.0097	45.0461	45.0825	44.4443	71.2422	70.9547	70.6674	70.3800	70.1026	70.0214	70.2989	70.5864	70.8739	71.1614	71.2422	29
572			1.7684	0.643300	0.4995											229	900	36	33		111	44.5989	44.5626	44.5264	44.4855	44.4432	45.0835	45.1259	45.1673	45.2038	45.2401	44.5989	72.9894	72.5463	72.1050	71.6649	71.2331	71.1705	71.6037	72.0489	72.4938	72.9369	72.9894	29
573			1.6930	0.535300	1.2322											295	900	34	33		112	45.2783	45.2372	45.2085	45.2101	45.2116	45.7469	45.7454	45.7439	45.7708	45.8111	45.2783	69.8013	69.3746	68.9381	68.5042	68.0846	68.0865	68.5061	68.9215	69.3314	69.7501	69.8013	29
574			1.5885	0.535300	0.5495											329	900	32	33		112	45.4866	45.4302	45.3734	45.3251	45.2789	45.8105	45.8566	45.9041	45.9602	46.0166	45.4866	71.3884	70.9928	70.5943	70.1945	69.8074	69.7440	70.1307	70.5244	70.9172	71.3128	71.3884	29
575			0.4945	0.854600	0.7243											391	900	10	33		113	59.6866	59.6260	59.5654	59.5049	59.4468	60.1942	60.2524	60.3129	60.3735	60.4340	59.6866	81.4995	81.3903	81.2810	81.1718	81.0670	80.6526	80.7575	80.8667	80.9759	81.0851	81.4995	29
576			3.1469	0.854600	0.3247											401	900	63	33		113	61.2475	60.8440	60.4458	60.0658	59.6871	60.4335	60.8139	61.1910	61.5817	61.9828	61.2475	84.2457	83.5646	82.8748	82.1795	81.5005	81.0842	81.7664	82.4561	83.1332	83.8101	84.2457	29
577			1.9981	0.854600	0.5328											464	900	40	33		113	62.3366	62.0531	61.7762	61.5085	61.2502	61.9802	62.2362	62.4969	62.7656	63.0456	62.3366	85.9499	85.5287	85.1039	84.6744	84.2501	83.8057	84.2261	84.6445	85.0567	85.4726	85.9499	29
578			2.7470	0.854600	0.4995											504	900	55	33		113	63.6888	63.3896	63.0689	62.7129	62.3369	63.0453	63.4292	63.8061	64.1483	64.4561	63.6888	88.2692	87.6591	87.0745	86.5075	85.9502	85.4722	86.0412	86.6414	87.2652	87.8930	88.2692	29
579			2.3277	0.854600	0.5495											559	900	47	33		113	64.6914	64.4594	64.2179	63.9599	63.6943	64.4507	64.7198	64.9873	65.2385	65.4745	64.6914	90.3481	89.8171	89.2978	88.7851	88.2800	87.8822	88.3940	88.9254	89.4658	90.0058	90.3481	29
580			0.9941	0.644900	0.9491											636	900	20	33		114	41.1768	40.9848	40.7929	40.6010	40.4129	40.8257	41.0137	41.2057	41.3976	41.5895	41.1768	86.7657	86.6059	86.4460	86.2862	86.1295	85.6340	85.7906	85.9505	86.1103	86.2702	86.7657	29
581			2.0980	0.644900	0.9824											656	900	42	33		114	42.8245	42.4249	42.0180	41.6030	41.1890	41.5773	41.9927	42.4120	42.8318	43.2409	42.8245	88.0597	87.7218	87.4040	87.0877	86.7754	86.2605	86.5738	86.8934	87.2213	87.5673	88.0597	29
582			3.3212	0.644900	0.9325											698	900	67	33		114	45.6418	44.9074	44.1776	43.4716	42.8268	43.2386	43.8623	44.5252	45.2261	45.9530	45.6418	89.9200	89.5153	89.0877	88.5967	88.0616	87.5653	88.0829	88.5439	88.9545	89.3551	89.9200	29
583			1.0940	0.633000												795	900	22	33		115	40.2418	40.0363	39.8288	39.6201	39.4152	39.8269	40.0318	40.2405	40.4505	40.6586	40.2418	87.1222	86.9424	86.7648	86.5862	86.4107	85.9298	86.1053	86.2839	86.4637	86.6457	87.1222	29
584			1.8980	0.633000	0.4496											817	900	38	33		115	41.6583	41.2781	40.9265	40.5865	40.2396	40.6607	41.0151	41.3631	41.6978	42.0595	41.6583	88.3994	88.0879	87.7523	87.4292	87.1203	86.6476	86.9633	87.2938	87.6134	87.9097	88.3994	29
585			3.2565	0.633000	0.9491											855	900	66	33		115	44.3989	43.7008	42.9979	42.3132	41.6657	42.0522	42.6862	43.3422	44.0306	44.7296	44.3989	90.2312	89.8035	89.3761	88.9044	88.4052	87.9039	88.3927	88.8446	89.2631	89.6914	90.2312	29
586			2.7424	0.639100	0.7743											951	900	55	33		116	38.1734	37.5930	37.0236	36.4493	35.8768	36.2181	36.7944	37.3755	37.9442	38.5208	38.1734	88.4662	88.0902	87.7099	87.3359	86.9743	86.4339	86.7979	87.1763	87.5563	87.9298	88.4662	29
587			2.1530	0.639100	0.7743											1006	900	44	33		116	40.0496	39.5772	39.1004	38.6334	38.1784	38.5158	38.9686	39.4228	39.8879	40.3593	40.0496	89.5652	89.3035	89.0372	88.7523	88.4694	87.9266	88.2081	88.4852	88.7450	89.0061	89.5652	29
588			2.9922	0.855400	0.5745											30	950	60	33		117	27.5347	26.9569	26.3883	25.8202	25.2519	25.8028	26.3732	26.9454	27.5108	28.0831	27.5347	90.9532	90.4705	89.9793	89.4948	89.0162	88.3620	88.8422	89.3302	89.8186	90.2967	90.9532	29
589			3.8456	0.855400	0.6327											90	950	77	33		117	30.3741	29.6618	28.9793	28.2584	27.5319	28.0859	28.8133	29.5573	30.2516	30.9548	30.3741	93.5123	92.8537	92.1850	91.5682	90.9508	90.2991	90.9173	91.5538	92.2341	92.8843	93.5123	29
590			1.8183	0.855400	0.5328											167	950	37	33		117	31.7485	31.4046	31.0655	30.7267	30.3869	30.9420	31.2862	31.6311	31.9722	32.3160	31.7485	94.7162	94.4113	94.1105	93.8136	93.5237	92.8729	93.1665	93.4689	93.7713	94.0762	94.7162	29
591			0.4945	0.790500	0.4995											234	950	10	33		118	80.8146	80.7185	80.6223	80.5262	80.4339	80.9385	81.0308	81.1269	81.2231	81.3192	80.8146	89.4329	89.3532	89.2735	89.1938	89.1172	88.5087	88.5853	88.6650	88.7447	88.8244	89.4329	29
592			3.6962	0.790500	0.3247											244	950	74	33		118	83.5604	82.9044	82.2351	81.5278	80.8165	81.3173	82.0284	82.7518	83.4484	84.1155	83.5604	91.8520	91.2051	90.5952	90.0168	89.4345	88.8228	89.4050	89.9967	90.6312	91.2891	91.8520	29
593			3.8957	0.790500	0.4995											318	950	78	33		118	86.3590	85.6838	84.9909	84.2843	83.5711	84.1047	84.8213	85.5359	86.2431	86.9278	86.3590	94.5465	93.8468	93.1765	92.5146	91.8621	91.2789	91.9345	92.6039	93.2881	93.9975	94.5465	29
594			1.7433	0.631200	0.4496											426	950	35	33		119	43.1726	42.8040	42.4383	42.0606	41.6885	42.0040	42.3761	42.7599	43.1370	43.5108	43.1726	90.5883	90.3544	90.1323	89.9144	89.6997	89.1530	89.3677	89.5892	89.8181	90.0553	90.5883	29
595			1.8981	0.631200	0.4995											461	950	38	33		119	44.7818	44.3655	43.9582	43.5593	43.1675	43.5159	43.9071	44.3007	44.6954	45.1038	44.7818	91.6119	91.3650	91.1072	90.8443	90.5849	90.0586	90.3177	90.5770	90.8268	91.0690	91.6119	29
596			0.9991	0.631200	0.4995											499	950	20	33		119	45.6655	45.4416	45.2198	44.9997	44.7865	45.0991	45.3113	45.5259	45.7430	45.9669	45.6655	92.1028	91.9812	91.8606	91.7361	91.6146	91.0663	91.1872	91.3086	91.4266	91.5483	92.1028	29
597			4.6999	0.691600												549	950	95	33		120	44.5650	43.6012	42.6131	41.6186	40.6794	41.0980	42.0194	42.9896	43.9834	44.9584	44.5650	92.6553	91.9886	91.3611	90.7020	89.9877	89.4372	90.1379	90.7809	91.4121	92.0866	92.6553	29
598			1.8432	0.863500	0.5745											674	950	37	33		121	49.3234	49.1111	48.9099	48.6941	48.4754	49.2313	49.4521	49.6773	49.8829	50.0927	49.3234	30.6538	30.2374	29.8298	29.4297	29.0337	28.6162	29.0160	29.4336	29.8502	30.2615	30.6538	33
599			3.1456	0.863500	0.5994											711	950	63	33		121	50.3707	50.1622	49.9341	49.6567	49.3206	50.0955	50.4469	50.7490	50.9907	51.2030	50.3707	33.5189	32.7650	32.0336	31.3315	30.6482	30.2671	30.9817	31.7460	32.5213	33.2887	33.5189	33
600			0.5994	0.863500	0.5994											774	950	12	33		121	50.5119	50.4771	50.4440	50.4069	50.3696	51.2041	51.2414	51.2814	51.3177	51.3530	50.5119	34.0830	33.9333	33.7942	33.6549	33.5149	33.2927	33.4327	33.5830	33.7355	33.8874	34.0830	33
601			2.4976	0.863500	0.5661											786	950	50	33		121	51.0560	50.9007	50.7666	50.6457	50.5112	51.3538	51.4906	51.6123	51.7417	51.8935	51.0560	36.5281	35.9107	35.2896	34.6788	34.0798	33.8906	34.5003	35.1146	35.7142	36.3174	36.5281	33
602			3.1968	0.863500	0.5328											836	950	64	33		121	52.0150	51.7603	51.5050	51.2776	51.0595	51.8900	52.1072	52.3292	52.5794	52.8340	52.0150	39.6113	38.8483	38.0825	37.3064	36.5411	36.3044	37.0666	37.8245	38.5751	39.3378	39.6113	33
603			0.6244	0.863500	0.6994											900	950	13	33		121	52.2351	52.1796	52.1258	52.0696	52.0182	52.8308	52.8808	52.9356	52.9894	53.0449	52.2351	40.2105	40.0606	39.9154	39.7636	39.6206	39.3285	39.4676	39.6155	39.7607	39.9106	40.2105	33
604			2.5425	0.744300	0.6328											943	950	51	33		122	47.6843	48.3164	48.9366	49.5604	50.1778	50.3000	49.6756	49.0344	48.3946	47.7535	47.6843	34.0348	33.9757	33.9025	33.8109	33.7082	34.4424	34.5462	34.6405	34.7160	34.7758	34.0348	33
605			2.4174	0.744300	0.7743											994	950	49	33		122	45.3279	45.9323	46.5215	47.1040	47.6905	47.7473	47.1384	46.5122	45.8942	45.2820	45.3279	34.0270	34.0644	34.0884	34.0791	34.0342	34.7763	34.8229	34.8329	34.8077	34.7699	34.0270	33
606			1.1939	0.761600	0.5995											1073	950	24	33		123	49.5994	49.5129	49.4269	49.3444	49.2637	49.9963	50.0769	50.1583	50.2427	50.3288	49.5994	58.5905	58.3028	58.0127	57.7224	57.4389	57.2306	57.5140	57.8003	58.0849	58.3713	58.5905	33
