n	ChainAxis	ChainDia	CellAxis	DiaP	CellDiaM	GFPfluor	GFPMean	GFPMax	GFPMid	allSepta	manSepta	manTrace	Thr	startX	startY	barX	barY	barW	barH	SeptaPos	ParentID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Frame
798			3.3963	0.820900	0.3497											80	1550	68	33		193	35.9714	35.6935	35.4127	35.1217	34.8503	35.6282	35.8964	36.1856	36.4687	36.7475	35.9714	36.8472	36.0410	35.2432	34.4428	33.6385	33.3761	34.1713	34.9667	35.7709	36.5797	36.8472	49
799			3.1968	0.820900												148	1550	64	33		193	36.9951	36.7647	36.5121	36.2589	35.9764	36.7424	37.0311	37.2900	37.5470	37.7811	36.9951	39.8576	39.0938	38.3428	37.5941	36.8611	36.5659	37.3149	38.0805	38.8444	39.6206	39.8576	49
800			0.9990	0.820900	0.6494											212	1550	20	33		193	37.2460	37.1892	37.1345	37.0658	36.9951	37.7810	37.8518	37.9274	37.9885	38.0460	37.2460	40.7959	40.5491	40.3195	40.0920	39.8577	39.6205	39.8548	40.1056	40.3619	40.6116	40.7959	49
801			0.6444	0.859100	0.5745											262	1550	13	33		194	40.0227	39.9857	39.9505	39.9144	39.8805	40.7187	40.7526	40.7888	40.8236	40.8602	40.0227	43.1178	42.9562	42.7994	42.6386	42.4875	42.2992	42.4503	42.6112	42.7663	42.9262	43.1178	49
802			2.5975	0.859100	0.6994											275	1550	52	33		194	40.7591	40.5570	40.3619	40.1769	40.0238	40.8591	41.0075	41.1846	41.3758	41.5765	40.7591	45.6469	45.0221	44.3959	43.7587	43.1225	42.9215	43.5383	44.1483	44.7621	45.3825	45.6469	49
803			2.4377	0.859100												327	1550	49	33		194	41.5407	41.3345	41.1504	40.9537	40.7606	41.5750	41.7672	41.9664	42.1495	42.3511	41.5407	47.9672	47.3811	46.7984	46.2258	45.6516	45.3778	45.9494	46.5294	47.1090	47.6821	47.9672	49
804			4.4394	0.695200	0.8492											406	1550	89	33		195	48.0294	46.9326	45.8529	44.7566	43.6646	43.7820	44.8660	45.9734	47.0663	48.1574	48.0294	64.5910	64.3855	64.1645	64.0027	63.8157	63.1305	63.3161	63.4796	63.7032	63.9077	64.5910	49
805			3.4058	0.695200	1.3987											495	1550	69	33		195	51.3196	50.5174	49.7026	48.8611	48.0277	48.1591	48.9826	49.8269	50.6865	51.5201	51.3196	65.2932	65.0516	64.8878	64.7512	64.5906	63.9080	64.0666	64.2036	64.3765	64.6275	65.2932	49
806			0.6444	0.765800	0.3996											594	1550	13	33		196	75.8854	76.0180	76.1467	76.2793	76.4040	76.8586	76.7340	76.6013	76.4727	76.3400	75.8854	65.9234	65.8256	65.7307	65.6328	65.5409	66.1572	66.2491	66.3470	66.4419	66.5397	65.9234	49
807			2.3476	0.765800	0.3247											607	1550	47	33		196	74.0635	74.4936	74.9508	75.4159	75.8788	76.3466	75.8922	75.4445	75.0123	74.5975	74.0635	67.4820	67.0635	66.6657	66.2857	65.9285	66.5347	66.8854	67.2512	67.6272	68.0309	67.4820	49
808			1.8530	0.765800	0.9491											654	1550	38	33		196	72.8288	73.1230	73.4211	73.7341	74.0490	74.6119	74.3041	74.0060	73.7157	73.4215	72.8288	68.9206	68.5610	68.1967	67.8383	67.4968	68.0160	68.3498	68.6912	69.0460	69.4055	68.9206	49
809			2.7418	0.746900	0.5745											722	1550	55	33		197	72.6893	73.1646	73.6635	74.1811	74.6847	75.1858	74.6819	74.1759	73.7002	73.2361	72.6893	67.5677	67.0571	66.5662	66.0991	65.6435	66.1974	66.6533	67.1099	67.5780	68.0766	67.5677	49
810			2.5475	0.746900	0.4496											777	1550	51	33		197	70.8927	71.3679	71.8168	72.2613	72.6918	73.2336	72.7976	72.3421	71.8729	71.3820	70.8927	69.3146	68.9027	68.4675	68.0187	67.5651	68.0793	68.5387	68.9984	69.4534	69.8790	69.3146	49
811			2.4970	0.746900	0.4496											828	1550	50	33		197	68.8862	69.4058	69.9226	70.4252	70.9104	71.3643	70.8663	70.3454	69.8268	69.3106	68.8862	70.7299	70.3712	70.0227	69.6714	69.3002	69.8934	70.2744	70.6385	70.9882	71.3446	70.7299	49
812			3.2619	0.746900	0.8326											878	1550	66	33		197	66.2794	66.9302	67.5838	68.2307	68.8696	69.3272	68.6869	68.0343	67.3817	66.7362	66.2794	72.7237	72.2205	71.7340	71.2373	70.7421	71.3324	71.8287	72.3298	72.8157	73.3146	72.7237	49
813			1.0440	0.765200												974	1550	21	33		198	68.7405	68.9604	69.1774	69.3973	69.6088	70.0351	69.8235	69.6037	69.3892	69.1718	68.7405	72.0589	71.9089	71.7633	71.6159	71.4740	72.1095	72.2514	72.3989	72.5427	72.6911	72.0589	49
814			3.9961	0.765200	0.6994											995	1550	80	33		198	65.4478	66.2744	67.1133	67.9254	68.7345	69.1778	68.3663	67.5408	66.7033	65.8890	65.4478	74.3329	73.7498	73.2059	72.6382	72.0631	72.6869	73.2636	73.8408	74.3837	74.9582	74.3329	49
815			2.6374	0.765200	0.4995											1075	1550	53	33		198	63.3496	63.8614	64.3780	64.9095	65.4441	65.8927	65.3672	64.8534	64.3485	63.8398	63.3496	75.9799	75.5530	75.1312	74.7225	74.3356	74.9556	75.3359	75.7310	76.1433	76.5675	75.9799	49
816			2.4425	0.874300	0.6494											30	1600	49	33		199	53.5905	53.3295	53.0570	52.7628	52.4866	53.2664	53.5368	53.8302	54.1135	54.3801	53.5905	76.6591	76.1101	75.5785	75.0381	74.4932	74.0979	74.6313	75.1700	75.7229	76.2836	76.6591	49
817			2.0469	0.874300	0.5245											79	1600	41	33		199	54.3202	54.1669	53.9922	53.7930	53.5868	54.3838	54.5927	54.8025	54.9925	55.1528	54.3202	78.5068	78.0285	77.5678	77.1080	76.6512	76.2915	76.7544	77.2389	77.7398	78.2399	78.5068	49
818			1.4480	0.874300												120	1600	29	33		199	54.4216	54.4192	54.4175	54.3677	54.3062	55.1668	55.2302	55.2915	55.2935	55.2959	54.4216	79.8144	79.4494	79.1168	78.7943	78.4503	78.2963	78.6506	79.0476	79.4443	79.8086	79.8144	49
819			2.7974	0.874300	0.5828											149	1600	56	33		199	54.5480	54.5177	54.4908	54.4557	54.4221	55.2954	55.3289	55.3643	55.3913	55.4215	54.5480	82.6248	81.9202	81.2230	80.5266	79.8326	79.7904	80.4835	81.1841	81.8846	82.5873	82.6248	49
820			2.2429	0.899400	0.5245											235	1600	45	33		200	36.6826	36.4846	36.2906	36.0954	35.9160	36.7680	36.9440	37.1351	37.3278	37.5251	36.6826	91.8983	91.3686	90.8418	90.3058	89.7756	89.4874	90.0078	90.5325	91.0557	91.5835	91.8983	49
821			1.8082	0.899400	0.5328											280	1600	37	33		200	37.2463	37.1290	36.9888	36.8407	36.6839	37.5238	37.6849	37.8390	37.9893	38.1134	37.2463	93.5732	93.1472	92.7314	92.3113	91.9017	91.5801	92.0010	92.4382	92.8839	93.3343	93.5732	49
822			2.0425	0.822700	0.3996											347	1600	41	33		201	97.6726	97.5108	97.3610	97.1931	97.0260	97.8022	97.9693	98.1422	98.2944	98.4540	97.6726	6.8121	6.3205	5.8378	5.3595	4.8834	4.6109	5.0870	5.5796	6.0700	6.5549	6.8121	53
823			3.1570	0.822700												388	1600	64	33		201	98.9279	98.6122	98.2928	97.9817	97.6828	98.4438	98.7407	99.0476	99.3658	99.6826	98.9279	9.7496	9.0222	8.2988	7.5676	6.8397	6.5272	7.2503	7.9716	8.6923	9.4221	9.7496	53
824			1.7933	0.709000	0.9325											482	1600	36	33		202	69.4713	69.3604	69.2376	69.1119	68.9873	69.6679	69.7924	69.9186	70.0444	70.1578	69.4713	7.0555	6.6250	6.1984	5.7674	5.3406	5.1420	5.5688	6.0011	6.4385	6.8787	7.0555	53
825			2.2973	0.709000	1.2655											518	1600	46	33		202	69.8492	69.7763	69.6737	69.5794	69.4672	70.1619	70.2766	70.3720	70.4770	70.5523	69.8492	9.2762	8.7109	8.1524	7.5892	7.0378	6.8964	7.4599	8.0299	8.6014	9.1855	9.2762	53
826			1.7931	0.664700	0.4662											594	1600	36	33		203	68.7214	68.6183	68.5304	68.4558	68.3829	69.0386	69.1116	69.1846	69.2684	69.3688	68.7214	8.1501	7.7063	7.2549	6.8069	6.3683	6.2592	6.6978	7.1368	7.5675	7.9996	8.1501	53
827			1.7975	0.664700	0.7243											630	1600	36	33		203	69.0772	68.9929	68.8885	68.8043	68.7190	69.3713	69.4571	69.5388	69.6429	69.7300	69.0772	9.8986	9.4601	9.0221	8.5737	8.1388	8.0108	8.4484	8.8836	9.3202	9.7732	9.8986	53
828			4.4805	0.664700	0.4329											666	1600	90	33		203	69.6712	69.5486	69.3966	69.2323	69.0746	69.7326	69.8901	70.0546	70.2083	70.3319	69.6712	14.3123	13.1997	12.0973	10.9863	9.8830	9.7889	10.8906	12.0033	13.1178	14.2395	14.3123	53
829			1.7933	0.705500	1.1656											786	1600	36	33		204	70.2614	70.1920	70.1261	70.0663	70.0074	70.7067	70.7656	70.8248	70.8896	70.9585	70.2614	11.4009	10.9551	10.5066	10.0587	9.6180	9.5246	9.9652	10.4086	10.8496	11.2923	11.4009	53
830			1.7484	0.705500	0.7493											822	1600	35	33		204	70.5173	70.4504	70.3831	70.3209	70.2607	70.9592	71.0194	71.0810	71.1476	71.2146	70.5173	13.1299	12.6954	12.2589	11.8215	11.3960	11.2972	11.7224	12.1555	12.5879	13.0224	13.1299	53
831			2.4426	0.776300	0.9241											887	1600	49	33		205	70.3491	70.3730	70.4213	70.4891	70.5575	71.3288	71.2607	71.1943	71.1482	71.1249	70.3491	15.9862	15.3647	14.7433	14.1257	13.5244	13.6121	14.2119	14.8158	15.4096	16.0159	15.9862	53
832			1.8481	0.776300	0.3247											936	1600	37	33		205	70.3076	70.3299	70.3420	70.3420	70.3489	71.1252	71.1183	71.1183	71.1057	71.0830	70.3076	17.8296	17.3699	16.9149	16.4526	15.9952	16.0070	16.4585	16.9253	17.3990	17.8671	17.8296	53
833			2.2328	0.776300	0.7826											973	1600	45	33		205	70.1577	70.2024	70.2372	70.2601	70.3086	71.0821	71.0351	71.0125	70.9767	70.9315	70.1577	20.0445	19.4902	18.9396	18.3762	17.8150	17.8817	18.4254	18.9799	19.5459	20.1069	20.0445	53
834			1.3937	0.800000	0.2997											30	1650	28	33		206	67.8001	67.7920	67.7857	67.7877	67.7898	68.5897	68.5877	68.5857	68.5918	68.5998	67.8001	24.9076	24.5570	24.2016	23.8472	23.5025	23.5072	23.8519	24.1968	24.5406	24.8892	24.9076	53
835			4.1957	0.800000												58	1650	84	33		206	68.2311	68.0779	67.9670	67.8837	67.8012	68.5987	68.6811	68.7637	68.8718	69.0227	68.2311	29.1285	28.0777	27.0214	25.9706	24.9300	24.8668	25.9074	26.9480	27.9782	29.0130	29.1285	53
836			1.9482	0.800000	0.5495											142	1650	39	33		206	68.6220	68.5178	68.4164	68.3175	68.2330	69.0208	69.1035	69.1998	69.3001	69.4037	68.6220	31.0650	30.5854	30.1037	29.6177	29.1405	29.0010	29.4682	29.9416	30.4180	30.8952	31.0650	53
837			4.2959	0.800000	0.3996											181	1650	86	33		206	69.6928	69.3942	69.1173	68.8658	68.6233	69.4025	69.6444	69.8931	70.1655	70.4618	69.6928	35.2514	34.2103	33.1635	32.1132	31.0707	30.8895	31.9294	32.9680	33.9977	35.0309	35.2514	53
838			2.5423	0.916400	0.6244											297	1650	51	33		207	17.8107	17.5858	17.3796	17.1978	17.0394	17.9269	18.0820	18.2548	18.4503	18.6700	17.8107	42.4146	41.8080	41.1904	40.5607	39.9446	39.7164	40.3194	40.9181	41.5035	42.0960	42.4146	53
839			2.2379	0.916400	0.6494											348	1650	45	33		207	18.5648	18.3721	18.1839	18.0027	17.8110	18.6696	18.8654	19.0489	19.2348	19.4265	18.5648	44.5178	43.9857	43.4551	42.9296	42.4154	42.0952	42.6201	43.1525	43.6764	44.2058	44.5178	53
840			2.0431	0.805700												423	1650	41	33		208	68.3921	67.9637	67.5407	67.1085	66.6820	67.1124	67.5389	67.9765	68.4063	68.8363	68.3921	41.7772	41.4940	41.2173	40.9441	40.6746	39.9935	40.2631	40.5396	40.8208	41.1050	41.7772	53
841			2.4974	0.805700	0.4662											464	1650	50	33		208	70.5986	70.0316	69.4731	68.9282	68.4001	68.8283	69.3496	69.8756	70.4095	70.9641	70.5986	43.0384	42.7497	42.4406	42.1136	41.7823	41.0998	41.4269	41.7426	42.0380	42.3204	43.0384	53
842			0.8442	0.805700	0.4496											514	1650	17	33		208	71.3663	71.1729	70.9839	70.7905	70.6061	70.9566	71.1410	71.3344	71.5233	71.7167	71.3663	43.4093	43.3159	43.2246	43.1312	43.0421	42.3167	42.4058	42.4992	42.5905	42.6839	43.4093	53
843			2.5925	0.788500	0.4496											561	1650	52	33		209	65.6629	65.3127	64.9532	64.5924	64.2398	64.9007	65.2511	65.6093	65.9718	66.3255	65.6629	44.8270	44.2841	43.7466	43.2037	42.6620	42.2319	42.7704	43.3091	43.8512	44.3996	44.8270	53
844			3.4956	0.788500	0.3996											613	1650	70	33		209	67.0764	66.7815	66.4607	66.0834	65.6533	66.3351	66.7779	67.1798	67.5179	67.8183	67.0764	47.9168	47.0972	46.3092	45.5518	44.8113	44.4153	45.1776	45.9843	46.8149	47.6498	47.9168	53
845			2.2473	0.788500	0.4995											683	1650	45	33		209	68.0217	67.7742	67.5471	67.3169	67.0883	67.8064	68.0355	68.2683	68.4914	68.7325	68.0217	49.9997	49.4842	48.9621	48.4502	47.9461	47.6204	48.1256	48.6431	49.1562	49.6584	49.9997	53
846			2.3978	0.788500	0.2997											728	1650	48	33		209	69.0943	68.8275	68.5616	68.2930	68.0252	68.7291	68.9971	69.2670	69.5343	69.8017	69.0943	52.1486	51.6069	51.0715	50.5370	50.0067	49.6513	50.1823	50.7190	51.2574	51.8002	52.1486	53
847			3.5917	0.822700	0.4746											806	1650	72	33		210	7.7910	7.5215	7.2455	6.9609	6.6782	7.4587	7.7413	8.0270	8.3052	8.5758	7.7910	63.9469	63.0908	62.2389	61.3878	60.5392	60.2792	61.1273	61.9817	62.8405	63.6998	63.9469	53
848			3.0969	0.822700	0.3996											878	1650	62	33		210	9.0705	8.7349	8.3686	8.0603	7.7963	8.5704	8.8276	9.1139	9.4695	9.8114	9.0705	66.8275	66.1322	65.4371	64.6959	63.9627	63.6840	64.3984	65.0867	65.7615	66.4698	66.8275	53
849			0.5745	0.822700												940	1650	12	33		210	9.3188	9.2561	9.1934	9.1307	9.0701	9.8118	9.8723	9.9350	9.9977	10.0604	9.3188	67.3446	67.2140	67.0834	66.9528	66.8267	66.4706	66.5967	66.7273	66.8579	66.9885	67.3446	53
850			2.7924	0.893500	0.4246											982	1650	56	33		211	19.5958	19.3279	19.0734	18.8177	18.5604	19.3901	19.6482	19.9054	20.1575	20.4220	19.5958	66.4789	65.8281	65.1731	64.5245	63.8807	63.5491	64.1949	64.8475	65.4962	66.1388	66.4789	53
851			2.5260	0.893500	0.2997											1038	1650	51	33		211	20.9641	20.5655	20.1672	19.8468	19.5971	20.4207	20.6553	20.9268	21.2765	21.6649	20.9641	68.7306	68.2266	67.6830	67.0756	66.4821	66.1356	66.6932	67.2080	67.6852	68.1764	68.7306	53
852			1.6934	0.748900	0.8492											30	1700	34	33		212	68.3635	68.2404	68.1510	68.0646	67.9792	68.7125	68.7979	68.8842	68.9676	69.0824	68.3635	77.0947	76.6729	76.2427	75.8270	75.4161	75.2638	75.6746	76.0903	76.4915	76.8848	77.0947	53
853			3.8706	0.748900	0.5245											64	1700	78	33		212	69.0694	68.9494	68.8139	68.5978	68.3601	69.0858	69.3253	69.5506	69.6916	69.8126	69.0694	80.8340	79.8759	78.9362	78.0125	77.0825	76.8971	77.8345	78.7972	79.7759	80.7409	80.8340	53
854			3.7414	0.630200	0.7493											172	1700	75	33		213	66.3796	66.3141	66.2656	66.2289	66.2139	66.8440	66.8589	66.8952	66.9432	67.0084	66.3796	82.3170	81.3775	80.4397	79.4957	78.5631	78.5530	79.4784	80.4112	81.3393	82.2732	82.3170	53
855			2.9116	0.630200	0.7993											247	1700	59	33		213	66.8233	66.6871	66.5521	66.4458	66.3801	67.0079	67.0720	67.1740	67.3064	67.4424	66.8233	85.2300	84.5129	83.7891	83.0532	82.3233	82.2669	82.9799	83.6862	84.3963	85.1123	85.2300	53
856			4.6054	0.675800	0.9325											336	1700	93	33		214	70.6899	70.4863	70.2668	70.0397	69.8397	70.5052	70.7039	70.9299	71.1506	71.3551	70.6899	85.4398	84.3064	83.1772	82.0429	80.9129	80.7951	81.9177	83.0464	84.1822	85.3203	85.4398	53
857			3.1419	0.574600	1.2488											459	1700	63	33		215	69.7499	69.5759	69.4061	69.2683	69.1421	69.7092	69.8348	69.9700	70.1368	70.3104	69.7499	85.0123	84.2416	83.4689	82.6841	81.9134	81.8206	82.5880	83.3575	84.1167	84.8858	85.0123	53
858			3.7163	0.574600	1.1323											522	1700	75	33		215	70.5885	70.4040	70.1776	69.9513	69.7497	70.3106	70.5106	70.7348	70.9643	71.1516	70.5885	88.6257	87.7169	86.8225	85.9172	85.0115	84.8866	85.7851	86.6823	87.5892	88.5114	88.6257	53
859			2.1930	0.518000	0.8992											627	1700	44	33		216	68.7112	68.5809	68.4531	68.3483	68.2455	68.7542	68.8570	68.9598	69.0846	69.2145	68.7112	84.3837	83.8489	83.3080	82.7631	82.2284	82.1305	82.6652	83.1995	83.7281	84.2610	84.3837	53
860			1.5835	0.518000	1.4487											671	1700	32	33		216	69.0470	68.9657	68.8856	68.8039	68.7114	69.2143	69.3089	69.3926	69.4729	69.5542	69.0470	85.9219	85.5306	85.1447	84.7585	84.3846	84.2602	84.6427	85.0384	85.4253	85.8166	85.9219	53
861			1.3437	0.618800	1.4237											733	1700	27	33		217	69.3280	69.2677	69.2042	69.1351	69.0676	69.6732	69.7407	69.8107	69.8758	69.9369	69.3280	87.5132	87.1811	86.8567	86.5262	86.2034	86.0768	86.3995	86.7339	87.0664	87.4027	87.5132	53
862			2.9866	0.618800	1.5236											760	1700	60	33		217	69.5388	69.5133	69.4816	69.4253	69.3259	69.9389	70.0409	70.0994	70.1317	70.1572	69.5388	90.4449	89.6973	88.9553	88.2230	87.5001	87.4158	88.1571	88.9184	89.6736	90.4238	90.4449	53
863			2.4925	0.833400	0.8742											850	1700	50	33		218	72.0868	72.0341	71.9784	71.9081	71.8457	72.6749	72.7367	72.8075	72.8643	72.9172	72.0868	97.2127	96.5917	95.9759	95.3576	94.7386	94.6551	95.2687	95.8913	96.5189	97.1422	97.2127	53
864			3.4763	0.833400	0.5245											900	1700	70	33		218	72.2046	72.2112	72.1827	72.1511	72.0865	72.9175	72.9833	73.0156	73.0447	73.0379	72.2046	100.6470	99.7814	98.9220	98.0622	97.2089	97.1460	98.0154	98.8929	99.7708	100.6533	100.6470	53
865			2.5391	0.566800	0.9241											1000	1700	51	33		219	86.3381	86.8374	87.3543	87.8767	88.3603	88.7142	88.2145	87.6841	87.1862	86.6968	86.3381	10.9104	10.5023	10.1175	9.7587	9.3721	9.8148	10.2142	10.5786	10.9493	11.3492	10.9104	57
866			2.3377	0.566800	0.8742											1051	1700	47	33		219	84.4501	84.9184	85.3919	85.8782	86.3579	86.6770	86.1987	85.7230	85.2614	84.7962	84.4501	12.2739	11.9128	11.5579	11.2222	10.8955	11.3640	11.6897	12.0181	12.3640	12.7228	12.2739	57
867			1.2937	0.623000	0.8326											30	1750	26	33		220	88.8065	89.0519	89.2947	89.5390	89.7794	90.1899	89.9495	89.7052	89.4595	89.2111	88.8065	12.4785	12.2690	12.0563	11.8424	11.6317	12.1004	12.3110	12.5250	12.7402	12.9523	12.4785	57
868			4.2204	0.623000	0.5828											56	1750	85	33		220	85.4426	86.2822	87.1368	87.9903	88.8192	89.1984	88.3632	87.5040	86.6574	85.8249	85.4426	15.0028	14.3500	13.7248	13.1039	12.4682	12.9626	13.6031	14.2281	14.8474	15.4946	15.0028	57
869			4.1131	0.642300												171	1750	83	33		221	80.9807	81.8193	82.6425	83.4872	84.4027	84.7109	83.8340	83.0254	82.1979	81.3542	80.9807	15.8408	15.2413	14.6283	14.0027	13.5021	14.0657	14.5451	15.1440	15.7602	16.3633	15.8408	57
870			3.7902	0.828600												284	1750	76	33		222	7.5394	6.9821	6.4411	5.8803	5.2561	5.8680	6.5162	7.1096	7.6573	8.2112	7.5394	22.4734	21.7017	20.9290	20.1976	19.5138	18.9552	19.6652	20.4391	21.2215	21.9883	22.4734	57
871			5.4830	0.828600												360	1750	110	33		222	11.8553	10.7418	9.5994	8.3637	7.5351	8.2155	8.9448	10.0398	11.2069	12.3370	11.8553	25.9464	25.1509	24.4166	23.6597	22.4673	21.9945	23.0440	23.7147	24.4648	25.2722	25.9464	57
872			0.8642	0.828600	0.4995											470	1750	18	33		222	12.5636	12.3839	12.2080	12.0280	11.8566	12.3356	12.5066	12.6856	12.8610	13.0407	12.5636	26.4464	26.3198	26.1960	26.0688	25.9473	25.2712	25.3924	25.5189	25.6424	25.7689	26.4464	57
873			4.0876	0.815600	0.3996											518	1750	82	33		223	14.7998	15.1211	15.4872	15.7967	15.9915	16.7913	16.5868	16.2558	15.8900	15.5749	14.7998	25.4476	24.4663	23.5094	22.5706	21.5965	21.7564	22.7790	23.7830	24.7390	25.7014	25.4476	57
874			4.7683	0.815600	0.5994											600	1750	96	33		223	14.1829	14.2855	14.4545	14.5842	14.7853	15.5893	15.3924	15.2639	15.0962	14.9955	14.1829	30.2680	29.0672	27.8808	26.6886	25.5061	25.6429	26.8011	27.9825	29.1595	30.3375	30.2680	57
875			3.4411	0.803000	0.5661											726	1750	69	33		224	46.6605	46.1558	45.6403	45.0768	44.4716	45.0296	45.6529	46.2540	46.7968	47.3096	46.6605	39.3210	38.6281	37.9688	37.3515	36.7666	36.1892	36.7915	37.4501	38.1442	38.8482	39.3210	57
876			3.3662	0.803000	0.5162											795	1750	68	33		224	48.5822	48.1094	47.6311	47.1630	46.6653	47.3048	47.8156	48.2943	48.7727	49.2470	48.5822	42.0671	41.3693	40.6737	39.9826	39.3274	38.8417	39.5142	40.2210	40.9166	41.6166	42.0671	57
877			0.9941	0.698800	0.6161											893	1750	20	33		225	50.1153	49.8810	49.6460	49.4145	49.1896	49.4659	49.6907	49.9181	50.1444	50.3741	50.1153	41.7294	41.6360	41.5384	41.4388	41.3420	40.7001	40.7969	40.8948	40.9887	41.0803	41.7294	57
878			3.1168	0.698800	0.8492											913	1750	63	33		225	53.0605	52.3194	51.5791	50.8391	50.1152	50.3742	51.0885	51.8120	52.5464	53.2882	53.0605	42.7973	42.5418	42.2886	42.0183	41.7294	41.0804	41.3654	41.6297	41.8809	42.1366	42.7973	57
879			4.8900	0.785600	0.4995											1006	1750	98	33		226	53.5048	52.3793	51.2271	50.0692	48.9169	49.1718	50.3253	51.4800	52.6494	53.7964	53.5048	44.0365	43.5866	43.2027	42.8010	42.4058	41.6628	42.0584	42.4590	42.8486	43.3071	44.0365	57
880			1.5835	0.785600	0.5495											1104	1750	32	33		226	54.9599	54.5911	54.2265	53.8576	53.4984	53.8028	54.1620	54.5300	54.8937	55.2625	54.9599	44.6461	44.4922	44.3399	44.1849	44.0339	43.3097	43.4607	43.6154	43.7672	43.9211	44.6461	57
881			3.3415	0.831800	0.3996											30	1800	67	33		227	91.2736	91.8968	92.4883	93.0711	93.6739	94.2507	93.6586	93.0746	92.4593	91.8239	91.2736	49.1053	48.5554	47.9911	47.3886	46.8084	47.4077	47.9776	48.5814	49.1685	49.7290	49.1053	57
882			4.1553	0.831800	0.4662											97	1800	84	33		227	88.4054	89.1083	89.7875	90.5047	91.2613	91.8362	91.0987	90.4083	89.7290	89.0170	88.4054	52.1675	51.4048	50.6186	49.8399	49.1165	49.7178	50.4229	51.1725	51.9588	52.7313	52.1675	57
883			2.0380	0.639200	0.8992											211	1800	41	33		228	64.9311	64.5645	64.2002	63.8557	63.5197	63.9965	64.3325	64.6666	65.0172	65.3812	64.9311	63.8376	63.4740	63.1041	62.7182	62.3418	61.9162	62.2925	62.6668	63.0228	63.3838	63.8376	57
884			2.6414	0.895800	0.5495											282	1800	53	33		229	99.0015	99.1035	99.2637	99.4524	99.6374	100.4968	100.3122	100.1299	99.9836	99.8873	99.0015	74.0976	73.4218	72.7527	72.1037	71.4752	71.7282	72.3552	72.9821	73.5933	74.2313	74.0976	57
885			2.3677	0.895800	0.4496											335	1800	48	33		229	98.6873	98.7817	98.8656	98.9298	98.9997	99.8891	99.8198	99.7544	99.6671	99.5715	98.6873	76.4390	75.8557	75.2790	74.6937	74.1111	74.2177	74.7958	75.3923	75.9918	76.5821	76.4390	57
886			3.2418	0.808900	0.3497											413	1800	65	33		230	32.5603	32.7701	32.9684	33.1716	33.3908	34.1694	33.9528	33.7522	33.5529	33.3417	32.5603	77.0459	76.2619	75.4796	74.6858	73.9070	74.1262	74.8957	75.6793	76.4658	77.2550	77.0459	57
887			3.8959	0.808900	0.5495											478	1800	78	33		230	31.5558	31.7799	32.0546	32.3098	32.5604	33.3417	33.0906	32.8331	32.5628	32.3437	31.5558	80.8231	79.8589	78.9164	77.9810	77.0458	77.2551	78.1921	79.1360	80.0638	81.0062	80.8231	57
888			7.1926	0.808900												556	1800	144	33		230	30.4623	30.8037	31.0602	31.3102	31.5489	32.3506	32.1115	31.8609	31.6015	31.2564	30.4623	87.9452	86.1847	84.4155	82.6368	80.8608	80.9685	82.7470	84.5298	86.3198	88.0992	87.9452	57

